Symbol,Security,SEC filings,GICS Sector,GICS Sub-Industry,Headquarters Location,Date first added,CIK,Founded,url,RISK1: supply chain,RISK1: supply chain (2),RISK1: supply chain (3),RISK2: Litigation,RISK3: Inflation,gvkey,lpermno,datadate,fyear,tic,sic,sic3,td,long_debt_dum,me,l_a,l_sale,div_d,age,atr,smalltaxlosscarry,largetaxlosscarry,l_emp,l_ppent,l_laborratio,Inv,Ch_Cash,Div,Ch_Debt,Ch_Eqty,Ch_WC,CF,td_a,td_mv,mb,prof_a,ppe_a,cash_a,xrd_a,dltt_a,invopps_FG09,sales_g,dv_a,short_debt,_merge
QRVO,Qorvo,reports,Information Technology,Semiconductors,"Greensboro, North Carolina",2015-06-11,1604778,2015,https://en.wikipedia.org/wiki/Qorvo,0.0,0.0,1.0,0.0,0.0,64853.0,85035.0,2019-03-31,2018.0,QRVO,3674.0,367.0,919.27,1.0,8540.389,8.666996,8.036032,0.0,0.0,0.0,1.0,0.0,2.2082744,7.220749,5.1281533,0.042622756,-0.037021197,0.0,-0.02502228,-0.10702779,0.018215489,0.13765164,0.15827586,0.09717793,1.7198162,0.15796284,0.23528019,0.12261227,0.077562004,0.15827586,1.6962328,,0.0,0.0,both
PWR,Quanta Services Inc.,reports,Industrials,Construction & Engineering,"Houston, Texas",2009-07-01,1050915,1997,https://en.wikipedia.org/wiki/Quanta_Services_Inc.,0.0,0.0,1.0,0.0,0.0,66446.0,85792.0,2019-12-31,2019.0,PWR,1731.0,173.0,1656.06,1.0,5795.4756,9.027821,9.405986,1.0,0.0,0.2915724,,,3.7208624,7.4217896,3.72484,0.07412621,0.010380737,0.0027888727,0.029045036,-0.004349182,0.019400645,0.062599964,0.19876659,0.22224413,1.2094636,0.11598318,0.2005625,0.020262895,0.0,0.17868133,0.8849516,,0.0027888727,0.101049475,both
QCOM,Qualcomm,reports,Information Technology,Semiconductors,"San Diego, California",,804328,1985,https://en.wikipedia.org/wiki/Qualcomm,1.0,2.0,2.0,2.0,1.0,24800.0,77178.0,2019-09-30,2019.0,QCOM,3674.0,367.0,15933.0,1.0,87340.6,10.402959,9.880731,1.0,0.0,0.41371474,1.0,0.0,3.637586,8.033334,4.4220915,0.02445611,0.0018812392,0.09005674,-0.015262311,-0.04991352,0.07567436,0.18156992,0.48344812,0.1542795,3.5011864,0.14440028,0.09348545,0.3719999,0.16378918,0.4077131,3.2809055,,0.09005674,0.156656,both
DGX,Quest Diagnostics,reports,Health Care,Health Care Services,"Secaucus, New Jersey",2002-12-12,1022079,1967,https://en.wikipedia.org/wiki/Quest_Diagnostics,0.0,0.0,1.0,0.0,0.0,64166.0,84373.0,2019-12-31,2019.0,DGX,8071.0,807.0,5328.0,1.0,14203.07,9.460554,8.952347,1.0,0.0,0.22764976,1.0,0.0,3.871201,7.5868034,3.7361486,0.032001868,0.08230165,0.02226894,0.06478237,-0.019465856,0.0028030833,0.09125594,0.41485634,0.27279612,1.6666721,0.120610446,0.15346882,0.09281321,0.0,0.34096396,1.5085151,,0.02226894,0.17811562,both
RL,Ralph Lauren Corporation,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",2007-02-02,1037038,1967,https://en.wikipedia.org/wiki/Ralph_Lauren_Corporation,0.0,0.0,1.0,0.0,0.0,64891.0,85072.0,2019-03-31,2018.0,RL,2320.0,232.0,924.0,1.0,10128.008,8.689936,8.750366,1.0,0.0,0.2602575,1.0,0.0,3.2308044,6.9471684,3.7557302,0.14796056,-0.12266945,0.032089252,0.01154338,-0.080904625,0.013428015,0.1267416,0.15548226,0.083604716,2.1511085,0.16694151,0.17486706,0.33644074,0.0,0.15172982,1.9058369,,0.032089252,0.024134198,both
RJF,Raymond James Financial,reports,Financials,Investment Banking & Brokerage,"St. Petersburg, Florida",2017-03-20,720005,1962,https://en.wikipedia.org/wiki/Raymond_James_Financial,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
RTX,Raytheon Technologies,reports,Industrials,Aerospace & Defense,"Waltham, Massachusetts",,101829,1922,https://en.wikipedia.org/wiki/Raytheon_Technologies,0.0,0.0,1.0,0.0,0.0,10983.0,17830.0,2019-12-31,2019.0,RTX,3724.0,372.0,46336.0,1.0,129447.45,11.847367,11.252158,1.0,0.0,0.2930286,1.0,0.0,5.2522736,9.642772,4.148823,0.022130609,0.008646111,0.017478313,-0.012990639,-0.0008875147,0.0029631539,0.062133186,0.3316442,0.26359704,1.6275119,0.09540067,0.11028802,0.052807122,0.02157949,0.28580835,1.2211475,,0.017478313,0.13820787,both
O,Realty Income Corporation,reports,Real Estate,Retail REITs,"San Diego, California",2015-04-07,726728,1969,https://en.wikipedia.org/wiki/Realty_Income_Corporation,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
REG,Regency Centers Corporation,reports,Real Estate,Retail REITs,"Jacksonville, Florida",2017-03-02,910606,1963,https://en.wikipedia.org/wiki/Regency_Centers_Corporation,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
REGN,Regeneron Pharmaceuticals,reports,Health Care,Biotechnology,"Tarrytown, New York",2013-05-01,872589,1988,https://en.wikipedia.org/wiki/Regeneron_Pharmaceuticals,0.0,0.0,1.0,0.0,0.0,23812.0,76614.0,2019-12-31,2019.0,REGN,2834.0,283.0,713.9,1.0,41406.81,9.602734,8.9699745,0.0,0.0,0.1289778,,,2.2082744,7.9694963,5.877286,0.1369654,0.01013833,0.0,0.0,-0.0170278,0.013542539,0.16413152,0.048219547,0.016948909,3.0477338,0.17022398,0.19522871,0.21710615,0.2051036,0.048219543,,,0.0,0.0,both
RF,Regions Financial Corp.,reports,Financials,Regional Banks,"Birmingham, Alabama",1998-08-28,1281761,1971,https://en.wikipedia.org/wiki/Regions_Financial_Corp.,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
RSG,Republic Services Inc,reports,Industrials,Environmental & Facilities Services,"Phoenix, Arizona",2008-12-05,1060391,1998 (1981),https://en.wikipedia.org/wiki/Republic_Services_Inc,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
RMD,ResMed,reports,Health Care,Health Care Equipment,"San Diego, California",2017-07-26,943819,1989,https://en.wikipedia.org/wiki/ResMed,0.0,0.0,1.0,0.0,0.0,31887.0,81736.0,2019-06-30,2019.0,RMD,3845.0,384.0,1270.853,1.0,17530.219,8.320614,7.8657913,1.0,0.0,0.22020942,1.0,0.0,2.1090004,5.96219,3.9799914,0.26187667,-0.010120793,0.051540505,0.19657923,-0.0034620499,0.043324433,0.11017917,0.30938447,0.067594714,4.7631993,0.1914693,0.09432571,0.03581777,0.043978818,0.30646506,4.5581203,,0.051540505,0.009436182,both
RHI,Robert Half International,reports,Industrials,Human Resource & Employment Services,"Menlo Park, California",2000-12-05,315213,1948,https://en.wikipedia.org/wiki/Robert_Half_International,1.0,2.0,1.0,2.0,3.0,2312.0,52230.0,2019-12-31,2019.0,RHI,7363.0,736.0,273.826,1.0,7269.828,7.745612,8.7118435,1.0,0.0,0.27350584,1.0,0.0,5.2522736,5.9146214,0.511044,0.044188652,-0.0026395167,0.06300532,-8.652735e-05,-0.120071836,0.022820722,0.22471282,0.11846718,0.036298852,3.6503954,0.29679528,0.15982206,0.117018715,0.0,0.087479144,3.277756,,0.06300532,0.2615749,both
ROK,Rockwell Automation Inc.,reports,Industrials,Electrical Components & Equipment,"Milwaukee, Wisconsin",,1024478,1903,https://en.wikipedia.org/wiki/Rockwell_Automation_Inc.,0.0,0.0,1.0,0.0,0.0,9203.0,84381.0,2019-09-30,2019.0,ROK,3620.0,362.0,2256.9,1.0,19067.36,8.718173,8.809087,1.0,0.0,0.22774695,1.0,0.0,3.1780539,6.3507113,3.21347,-0.036806807,0.06536888,0.07521675,0.07142156,-0.15730411,0.00909537,0.18966138,0.36919677,0.1058372,4.053028,0.24763618,0.09355472,0.17307378,0.06198266,0.32003927,3.5584395,,0.07521675,0.13314724,both
ROL,"Rollins, Inc.",reports,Industrials,Environmental & Facilities Services,"Atlanta, Georgia",2018-10-01,84839,1948,"https://en.wikipedia.org/wiki/Rollins,_Inc.",0.0,0.0,1.0,0.0,1.0,9225.0,36003.0,2019-12-31,2019.0,ROL,7340.0,734.0,493.268,1.0,10857.612,7.4641523,7.608611,1.0,0.0,0.22137004,1.0,0.0,2.7695842,5.984591,3.2772255,0.2608996,-0.012158502,0.0881897,0.16710846,-0.005737868,0.026102744,0.1755602,0.2827762,0.043456364,6.756707,0.23000145,0.22716433,0.05404569,0.0,0.23770735,6.5023127,,0.0881897,0.15937988,both
ROP,Roper Technologies,reports,Industrials,Industrial Conglomerates,"Sarasota, Florida",2009-12-23,882835,1981,https://en.wikipedia.org/wiki/Roper_Technologies,0.0,0.0,1.0,0.0,0.0,24925.0,77338.0,2019-12-31,2019.0,ROP,3823.0,382.0,5552.1,1.0,36875.344,9.804159,8.587987,1.0,0.0,0.20629433,,,2.8599126,6.010777,3.2073884,0.07156702,0.019067971,0.010585954,0.018499192,0.002302735,0.0073002777,0.08041903,0.30659512,0.13086106,2.5121539,0.105931334,0.022464093,0.039190672,0.018725598,0.27020416,2.2778025,,0.010585955,0.11869383,both
ROST,Ross Stores,reports,Consumer Discretionary,Apparel Retail,"Dublin, California",2009-12-21,745732,1982,https://en.wikipedia.org/wiki/Ross_Stores,0.0,0.0,1.0,0.0,0.0,9248.0,91556.0,2019-01-31,2018.0,ROST,5651.0,565.0,312.44,1.0,33922.453,8.711721,9.614708,1.0,0.0,0.22596149,0.0,0.0,4.4897594,7.814481,3.3356044,0.067571595,0.020548789,0.055516325,-0.013994785,-0.18263556,-0.0035400218,0.30836833,0.05144154,0.009126361,6.0408735,0.39038387,0.4075283,0.23457137,0.0,0.051441535,5.635702,,0.055516325,0.0,both
RCL,Royal Caribbean Group,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",2014-12-05,884887,1997,https://en.wikipedia.org/wiki/Royal_Caribbean_Group,0.0,0.0,1.0,0.0,0.0,28191.0,79145.0,2019-12-31,2019.0,RCL,4400.0,440.0,11733.493,1.0,27877.021,10.319572,9.301155,1.0,0.0,0.017054785,,,4.4589877,10.171809,5.7244253,0.10195835,-0.0014549335,0.019876925,0.0030589753,-0.0032268825,-0.012601531,0.12054824,0.38698494,0.29622167,1.5182397,0.1107261,0.86260283,0.008038777,0.0,0.29735047,1.3090627,,0.019876925,0.23162258,both
SPGI,S&P Global Inc.,reports,Financials,Financial Exchanges & Data,"New York, New York",,64040,1917,https://en.wikipedia.org/wiki/S%26P_Global,0.0,0.0,1.0,0.0,0.0,7163.0,17478.0,2019-12-31,2019.0,SPGI,7323.0,732.0,4680.0,1.0,66624.2,9.336797,8.809713,1.0,0.0,0.228,1.0,0.0,3.1570003,6.904751,3.790232,0.011543884,0.08177652,0.049347904,0.019210434,-0.10574551,0.018593585,0.22920339,0.41240746,0.06563428,6.828798,0.30234402,0.08776877,0.25678533,0.0,0.40253788,6.2994776,,0.049347904,0.023931624,both
CRM,Salesforce.com,reports,Information Technology,Application Software,"San Francisco, California",2008-09-15,1108524,1999,https://en.wikipedia.org/wiki/Salesforce.com,0.0,0.0,1.0,0.0,0.0,157855.0,90215.0,2019-01-31,2018.0,CRM,7372.0,737.0,3367.0,1.0,117016.9,10.333222,9.494165,0.0,0.0,0.0,0.0,1.0,3.6107829,7.62657,4.0427027,0.1726909,0.004099294,0.0,0.042489506,0.022903992,0.0055958615,0.111396685,0.10954224,0.027968857,4.2993426,0.046198394,0.0667274,0.14126298,0.061359275,0.10323063,,,0.0,0.05761806,both
SBAC,SBA Communications,reports,Real Estate,Specialized REITs,"Boca Raton, Florida",2017-09-01,1034054,1989,https://en.wikipedia.org/wiki/SBA_Communications,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
SLB,Schlumberger Ltd.,reports,Energy,Oil & Gas Equipment & Services,"Curaçao, Kingdom of the Netherlands",1965-03-31,87347,1926,https://en.wikipedia.org/wiki/Schlumberger_Ltd.,0.0,0.0,1.0,0.0,0.0,9465.0,14277.0,2019-12-31,2019.0,SLB,1389.0,138.0,16705.0,1.0,55657.504,10.938663,10.401745,1.0,0.0,1.0,,,4.6634393,9.318208,4.6641574,0.03571175,-0.0052564284,0.04917247,-0.014899134,-0.001047734,0.006712601,0.095574655,0.2966508,0.2308516,1.5664424,0.10456031,0.19779088,0.03848203,0.012732632,0.27857295,1.2766551,,0.04917247,0.060939837,both
STX,Seagate Technology,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Dublin, Ireland",2012-07-02,1137789,1979,https://en.wikipedia.org/wiki/Seagate_Technology,0.0,0.0,1.0,0.0,0.0,150937.0,89641.0,2019-06-30,2019.0,STX,3572.0,357.0,4253.0,1.0,12679.897,9.09212,9.248599,1.0,0.0,0.0,0.0,1.0,3.7256935,7.533694,3.8318567,-0.095216654,0.0443444,0.08024761,-0.06460326,-0.10410805,0.012042768,0.19808666,0.4786719,0.2511679,2.1837814,0.22577378,0.21035454,0.25334835,0.111536294,0.4786719,1.9719572,,0.08024761,0.0,both
SEE,Sealed Air,reports,Materials,Paper Packaging,"Charlotte, North Carolina",1957-03-04,1012100,1960,https://en.wikipedia.org/wiki/Sealed_Air,0.0,0.0,1.0,0.0,0.0,9555.0,85926.0,2019-12-31,2019.0,SEE,3081.0,308.0,3906.1,1.0,6154.253,8.6595955,8.474515,1.0,0.0,0.2068593,0.0,1.0,2.862201,7.1489744,4.344828,0.11545132,-0.0016131271,0.017189343,0.057777703,-0.013546797,-0.001960036,0.08679664,0.6775307,0.3882667,2.1015148,0.155051,0.22059946,0.047804065,0.013408034,0.65293485,1.7382171,,0.017189343,0.036302194,both
SRE,Sempra Energy,reports,Utilities,Multi-Utilities,"San Diego, California",,1032208,1998,https://en.wikipedia.org/wiki/Sempra_Energy,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
NOW,ServiceNow,reports,Information Technology,Systems Software,"Santa Clara, California",2019-11-21,1373715,2003,https://en.wikipedia.org/wiki/ServiceNow,0.0,0.0,1.0,0.0,0.0,171007.0,13447.0,2019-12-31,2019.0,NOW,7372.0,737.0,1130.87,1.0,53488.63,8.703246,8.14915,0.0,0.0,0.0,0.0,1.0,2.4310663,6.770231,4.4300694,0.120296456,0.03477882,0.0,-1.4944134e-06,-0.050120465,-0.013010362,0.20519724,0.18777636,0.02070451,9.528234,0.04071795,0.14454514,0.2811669,0.12426363,0.17903106,8.928253,,0.0,0.046572994,both
SHW,Sherwin-Williams,reports,Materials,Specialty Chemicals,"Cleveland, Ohio",1964-06-30,89800,1866,https://en.wikipedia.org/wiki/Sherwin-Williams,0.0,1.0,1.0,1.0,1.0,9667.0,36468.0,2019-12-31,2019.0,SHW,2851.0,285.0,10427.5,1.0,53770.293,9.927995,9.792601,1.0,0.0,0.22227268,1.0,0.0,4.128923,8.166727,4.0537515,0.022570038,0.00030737405,0.020530634,-0.032796323,-0.030454427,0.028107649,0.1066588,0.5087528,0.16242771,3.4222536,0.14750539,0.17177819,0.007894146,0.005030201,0.4596657,3.0751507,,0.020530635,0.09648526,both
SPG,Simon Property Group Inc,reports,Real Estate,Retail REITs,"Indianapolis, Indiana",2002-06-26,1063761,2003,https://en.wikipedia.org/wiki/Simon_Property_Group_Inc,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
SWKS,Skyworks Solutions,reports,Information Technology,Semiconductors,"Woburn, Massachusetts",2015-03-12,4127,2002,https://en.wikipedia.org/wiki/Skyworks_Solutions,0.0,0.0,1.0,0.0,0.0,1327.0,45911.0,2019-09-30,2019.0,SWKS,3674.0,367.0,0.0,0.0,13480.425,8.484588,8.124683,1.0,0.0,0.11175858,1.0,0.0,2.3025851,7.095562,4.897508,0.06961319,0.02438218,0.056595586,0.0,-0.13195305,-0.011261261,0.28254402,0.0,0.0,2.9336567,0.29211092,0.2491115,0.21791057,0.08763121,0.0,2.8384113,,0.056595586,,both
SLG,SL Green Realty,reports,Real Estate,Office REITs,"New York, New York",2015-03-20,1040971,1997,https://en.wikipedia.org/wiki/SL_Green_Realty,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
SNA,Snap-on,reports,Industrials,Industrial Machinery,"Kenosha, Wisconsin",1982-09-30,91440,1920,https://en.wikipedia.org/wiki/Snap-on,0.0,0.0,1.0,0.0,0.0,9778.0,60206.0,2019-12-31,2019.0,SNA,3420.0,342.0,1219.6,1.0,9257.71,8.64708,8.310833,1.0,0.0,0.23395559,1.0,0.0,2.6246686,6.359747,3.8085704,0.039009396,0.0076578553,0.038043384,0.0030912445,-0.032844473,0.049091067,0.114463866,0.21420918,0.11640392,2.0272434,0.18320893,0.1013612,0.032405373,0.010380258,0.1746553,1.8414402,,0.038043384,0.1846507,both
SO,Southern Company,reports,Utilities,Electric Utilities,"Atlanta, Georgia",1957-03-04,92122,1945,https://en.wikipedia.org/wiki/Southern_Company,1.0,2.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
LUV,Southwest Airlines,reports,Industrials,Airlines,"Dallas, Texas",1994-07-01,92380,1967,https://en.wikipedia.org/wiki/Southwest_Airlines,1.0,0.0,1.0,1.0,0.0,9882.0,58683.0,2019-12-31,2019.0,LUV,4512.0,451.0,3996.0,1.0,28019.074,10.161805,10.018065,1.0,0.0,0.22218464,0.0,0.0,4.123369,9.818747,5.711645,0.0117011005,0.026800541,0.0143657075,-0.02374976,-0.075690284,-0.02174165,0.15230739,0.1543155,0.1248162,1.7023393,0.16605522,0.70955783,0.15725043,0.0,0.1090558,1.1845237,,0.0143657075,0.2932933,both
SWK,Stanley Black & Decker,reports,Industrials,Industrial Machinery,"New Britain, Connecticut",1982-09-30,93556,1843,https://en.wikipedia.org/wiki/Stanley_Black_%26_Decker,0.0,0.0,1.0,0.0,0.0,10016.0,43350.0,2019-12-31,2019.0,SWK,3540.0,354.0,4053.7,1.0,25442.084,9.932881,9.577909,1.0,0.0,0.14400859,0.0,1.0,4.101618,7.822405,3.73707,0.05867959,0.00015536544,0.019517785,-0.03262189,0.041438878,0.0094287405,0.06953575,0.19681403,0.1374332,1.8645011,0.112470016,0.12113164,0.015274365,0.012390395,0.17342669,1.4280276,,0.019517785,0.11882971,both
SBUX,Starbucks Corp.,reports,Consumer Discretionary,Restaurants,"Seattle, Washington",,829224,1971,https://en.wikipedia.org/wiki/Starbucks_Corp.,1.0,2.0,2.0,2.0,2.0,25434.0,77702.0,2019-09-30,2019.0,SBUX,5812.0,581.0,11167.0,1.0,104742.33,9.863686,10.185225,1.0,0.0,0.19495392,1.0,0.0,5.2522736,8.76915,2.9225554,0.052592143,-0.31580782,0.09164083,0.08564174,-0.18351789,-0.084871694,0.2591365,0.5810214,0.09634255,6.7740293,0.27605152,0.33464277,0.14345251,0.0,0.5810214,6.1894684,,0.09164082,0.0,both
STT,State Street Corp.,reports,Financials,Asset Management & Custody Banks,"Boston, Massachusetts",,93751,1792,https://en.wikipedia.org/wiki/State_Street_Corp.,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
STE,Steris,reports,Health Care,Health Care Equipment,"Dublin, Ireland",2019-12-23,1757898,1985,https://en.wikipedia.org/wiki/Steris,0.0,0.0,1.0,0.0,0.0,25313.0,77649.0,2019-03-31,2018.0,STE,3841.0,384.0,1183.227,1.0,10820.712,8.531702,7.9309864,1.0,0.0,0.17477235,1.0,0.0,2.5649493,6.939818,4.4539423,0.042030558,0.003764781,0.022176508,-0.022094507,-0.016064039,-0.0041767596,0.106130384,0.23323683,0.0985699,2.5065632,0.14018826,0.20334467,0.043491013,0.012426004,0.23323683,2.3379493,,0.022176508,0.0,both
SYK,Stryker Corp.,reports,Health Care,Health Care Equipment,"Kalamazoo, Michigan",2000-12-12,310764,1941,https://en.wikipedia.org/wiki/Stryker_Corp.,1.0,0.0,1.0,1.0,1.0,10115.0,73139.0,2019-12-31,2019.0,SYK,3842.0,384.0,11477.0,1.0,78622.53,10.314504,9.608042,1.0,0.0,0.1869633,1.0,0.0,3.713572,7.990238,4.30102,0.048231512,0.02390029,0.02578977,0.042861406,-0.01468492,0.041469157,0.069745086,0.38044885,0.12738135,3.1817062,0.13995425,0.09782212,0.14668347,0.032187488,0.3491232,2.9796321,,0.02578977,0.082338594,both
SIVB,SVB Financial,reports,Financials,Regional Banks,"Santa Clara, California",2018-03-19,719739,1983,https://en.wikipedia.org/wiki/SVB_Financial,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
SYF,Synchrony Financial,reports,Financials,Consumer Finance,"Stamford, Connecticut",2015-11-18,1601712,2003,https://en.wikipedia.org/wiki/Synchrony_Financial,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
SNPS,Synopsys Inc.,reports,Information Technology,Application Software,"Mountain View, California",2017-03-16,883241,1986,https://en.wikipedia.org/wiki/Synopsys_Inc.,1.0,1.0,1.0,1.0,1.0,24975.0,77357.0,2019-10-31,2019.0,SNPS,7372.0,737.0,137.707,1.0,20407.434,8.764859,8.119903,0.0,0.0,0.024085894,1.0,0.0,2.7010927,6.0650215,3.4310951,0.03682609,0.0008627419,0.0,-0.051703,-0.03590293,0.012027803,0.12529476,0.021499384,0.0067026555,3.5486357,0.117608145,0.06706031,0.11393486,0.17750251,0.018749414,3.1976318,,0.0,0.12790926,both
SYY,Sysco Corp.,reports,Consumer Staples,Food Distributors,"Houston, Texas",1986-12-31,96021,1969,https://en.wikipedia.org/wiki/Sysco_Corp.,0.0,0.0,1.0,0.0,0.0,10247.0,52038.0,2019-06-30,2019.0,SYY,5140.0,514.0,8163.337,1.0,36270.66,9.796266,11.003997,1.0,0.0,0.16530016,,,4.248495,8.412434,4.178105,0.04134662,-0.010218951,0.043159716,-0.015026281,-0.042796154,0.0023937298,0.13210982,0.4543638,0.18371826,2.879499,0.18736804,0.25056073,0.029246952,0.0,0.45206624,2.479369,,0.043159716,0.005056633,both
TMUS,T-Mobile US,reports,Communication Services,Wireless Telecommunication Services,"Bellevue, Washington",2019-07-15,1283699,1994,https://en.wikipedia.org/wiki/T-Mobile_US,1.0,2.0,2.0,1.0,0.0,17874.0,91937.0,2019-12-31,2019.0,TMUS,4812.0,481.0,42334.0,1.0,67198.49,11.372755,10.714374,0.0,0.0,0.24657832,1.0,0.0,3.988984,10.481028,6.5107074,0.047456887,0.0037390273,0.0,-0.024999712,-0.0017947331,0.06447234,0.07799036,0.48703995,0.3864972,1.4418896,0.14907789,0.40993544,0.017579181,0.0,0.4494311,1.1931406,,0.0,0.077219255,both
TROW,T. Rowe Price Group,reports,Financials,Asset Management & Custody Banks,"Baltimore, Maryland",,1113169,1937,https://en.wikipedia.org/wiki/T._Rowe_Price_Group,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
TTWO,Take-Two Interactive,reports,Communication Services,Interactive Home Entertainment,"New York, New York",2018-03-19,946581,1993,https://en.wikipedia.org/wiki/Take-Two_Interactive,1.0,1.0,2.0,1.0,0.0,64630.0,84761.0,2019-03-31,2018.0,TTWO,7372.0,737.0,0.0,0.0,10586.5205,8.353041,7.889232,0.0,0.0,0.0,1.0,0.0,1.7739348,4.858897,3.263098,0.0526921,0.034318354,0.0,0.0,-0.109280676,0.026897065,0.19629112,0.0,0.0,3.0140963,0.06253003,0.030139063,0.50352067,0.054246165,0.0,2.5108047,,0.0,,both
TPR,"Tapestry, Inc.",reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",,1116132,2017,"https://en.wikipedia.org/wiki/Tapestry,_Inc.",0.0,0.0,1.0,0.0,0.0,140541.0,88661.0,2019-06-30,2019.0,TPR,3100.0,310.0,1602.7,1.0,9100.164,8.835981,8.704021,1.0,0.0,0.16027147,1.0,0.0,3.0910425,6.845667,3.80008,0.08349207,-0.0398703,0.05681009,0.0,-0.013333721,0.040102944,0.11376558,0.23304203,0.14974496,1.8123485,0.17109913,0.13650706,0.1794018,0.0,0.23292571,1.5342158,,0.056810085,0.0004991577,both
TGT,Target Corp.,reports,Consumer Discretionary,General Merchandise Stores,"Minneapolis, Minnesota",1976-12-31,27419,1902,https://en.wikipedia.org/wiki/Target_Corp.,1.0,2.0,2.0,2.0,2.0,3813.0,49154.0,2019-01-31,2018.0,TGT,5331.0,533.0,13445.0,1.0,37796.625,10.628376,11.229979,1.0,0.0,0.20293798,0.0,0.0,5.888878,10.221905,4.3357644,0.082731895,-0.026325988,0.032332283,-0.006805522,-0.049116008,-0.00041172197,0.14465973,0.32562363,0.26238436,1.6417928,0.15945749,0.6659724,0.037684668,0.0,0.29612496,1.2366384,,0.032332283,0.0905913,both
TEL,TE Connectivity Ltd.,reports,Information Technology,Electronic Manufacturing Services,"Schaffhausen, Switzerland",2011-10-17,1385157,2007,https://en.wikipedia.org/wiki/TE_Connectivity,0.0,0.0,1.0,0.0,0.0,177267.0,92157.0,2019-09-30,2019.0,TEL,3678.0,367.0,3965.0,1.0,31223.594,9.888069,9.506586,1.0,0.0,0.0,0.0,1.0,4.3694477,8.181721,3.8247318,0.035137605,0.004011374,0.030872347,0.00020310754,-0.05108155,0.008428963,0.12089977,0.20133035,0.11267856,2.0487251,0.14979182,0.1814766,0.047070175,0.029044379,0.17238753,1.7926191,,0.030872347,0.14375788,both
TDY,Teledyne Technologies,reports,Industrials,Aerospace & Defense,"Thousand Oaks, California",2020-06-22,1094285,1960,https://en.wikipedia.org/wiki/Teledyne_Technologies,0.0,0.0,1.0,0.0,0.0,126721.0,87445.0,2019-12-31,2019.0,TDY,3812.0,381.0,989.5,1.0,12665.344,8.429411,8.059466,0.0,0.0,0.15072832,1.0,0.0,2.5486636,6.423247,3.9543705,0.12487446,0.012445958,0.0,0.023756497,0.007554915,0.013101009,0.106009,0.21605746,0.07246513,3.1727245,0.13229835,0.13428535,0.043560855,0.04576619,0.18981178,2.9553478,,0.0,0.121475495,both
TFX,Teleflex,reports,Health Care,Health Care Equipment,"Wayne, Pennsylvania",2019-01-18,96943,1943,https://en.wikipedia.org/wiki/Teleflex,1.0,0.0,1.0,0.0,1.0,10407.0,44329.0,2019-12-31,2019.0,TFX,3841.0,384.0,2031.164,1.0,17449.5,8.749863,7.861481,1.0,0.0,0.0,,,2.7343676,6.300564,3.6314986,0.011645499,-0.008887417,0.009957178,-0.04017547,0.003360793,0.037752267,0.04952994,0.32190523,0.104265645,3.2932794,0.113476135,0.08619565,0.047716577,0.018044414,0.31067684,3.0085065,,0.009957178,0.034880985,both
